data,produto,categoria,preco_unitario,mes,dia_semana,quantidade_vendida
2023-02-09,Pão Francês,Padaria,0.54,2,Thursday,24
2023-02-09,Banana Nanica,Hortifruti,3.06,2,Thursday,38
2023-02-09,Coca-Cola 2L,Bebidas,7.15,2,Thursday,39
2023-02-09,Arroz 5kg,Mercearia,19.31,2,Thursday,86
2023-02-09,Feijão Carioca,Mercearia,8.23,2,Thursday,87
2023-02-09,Sabonete,Higiene,2.19,2,Thursday,68
2023-02-09,Fralda Infantil,Infantil,38.47,2,Thursday,154
2023-02-09,Queijo Mussarela,Laticínios,35.07,2,Thursday,152
2023-02-09,Cerveja Lata,Bebidas,3.26,2,Thursday,169
2023-02-09,Iogurte Natural,Laticínios,2.54,2,Thursday,107
2023-02-09,Manteiga 200g,Laticínios,6.18,2,Thursday,104
2023-02-09,Tomate,Hortifruti,4.2,2,Thursday,144
2023-02-09,Alface,Hortifruti,2.11,2,Thursday,133
2023-02-09,Cenoura,Hortifruti,3.01,2,Thursday,97
2023-02-09,Detergente,Limpeza,2.41,2,Thursday,124
2023-02-09,Desinfetante,Limpeza,4.41,2,Thursday,136
2023-02-09,Shampoo,Higiene,9.59,2,Thursday,114
2023-02-09,Creme Dental,Higiene,3.27,2,Thursday,116
2023-02-09,Papel Higiênico,Higiene,9.83,2,Thursday,83
2023-02-09,Óleo de Soja,Mercearia,7.22,2,Thursday,23
2023-02-09,Macarrão Espaguete,Mercearia,3.84,2,Thursday,148
2023-02-09,Molho de Tomate,Mercearia,2.88,2,Thursday,106
2023-02-09,Café 500g,Mercearia,12.88,2,Thursday,77
2023-02-09,Biscoito Recheado,Mercearia,2.64,2,Thursday,65
2023-02-09,"Água Mineral 1,5L",Bebidas,2.02,2,Thursday,153
2023-02-09,Suco de Laranja,Bebidas,5.34,2,Thursday,165
2023-02-09,Vinho Tinto,Bebidas,32.34,2,Thursday,134
2023-02-09,Frango Congelado,Carnes,16.07,2,Thursday,39
2023-02-09,Carne Moída,Carnes,24.97,2,Thursday,76
2023-02-10,Leite Integral,Laticínios,4.55,2,Friday,55
2023-02-10,Pão Francês,Padaria,0.5,2,Friday,144
2023-02-10,Banana Nanica,Hortifruti,3.14,2,Friday,38
2023-02-10,Coca-Cola 2L,Bebidas,7.13,2,Friday,175
2023-02-10,Arroz 5kg,Mercearia,20.86,2,Friday,119
2023-02-10,Feijão Carioca,Mercearia,8.28,2,Friday,24
2023-02-10,Sabonete,Higiene,1.95,2,Friday,25
2023-02-10,Fralda Infantil,Infantil,42.37,2,Friday,30
2023-02-10,Queijo Mussarela,Laticínios,34.5,2,Friday,73
2023-02-10,Cerveja Lata,Bebidas,2.96,2,Friday,78
2023-02-10,Iogurte Natural,Laticínios,2.57,2,Friday,65
2023-02-10,Manteiga 200g,Laticínios,6.47,2,Friday,116
2023-02-10,Tomate,Hortifruti,4.19,2,Friday,164
2023-02-10,Alface,Hortifruti,2.07,2,Friday,90
2023-02-10,Cenoura,Hortifruti,2.87,2,Friday,91
2023-02-10,Detergente,Limpeza,2.23,2,Friday,50
2023-02-10,Desinfetante,Limpeza,4.42,2,Friday,97
2023-02-10,Shampoo,Higiene,10.31,2,Friday,97
2023-02-10,Creme Dental,Higiene,3.03,2,Friday,149
2023-02-10,Papel Higiênico,Higiene,9.77,2,Friday,113
2023-02-10,Óleo de Soja,Mercearia,6.82,2,Friday,26
2023-02-10,Macarrão Espaguete,Mercearia,3.98,2,Friday,67
2023-02-10,Molho de Tomate,Mercearia,3.09,2,Friday,82
2023-02-10,Café 500g,Mercearia,13.07,2,Friday,50
2023-02-10,Biscoito Recheado,Mercearia,2.52,2,Friday,162
2023-02-10,"Água Mineral 1,5L",Bebidas,2.07,2,Friday,133
2023-02-10,Suco de Laranja,Bebidas,4.86,2,Friday,55
2023-02-10,Vinho Tinto,Bebidas,31.67,2,Friday,145
2023-02-10,Frango Congelado,Carnes,15.81,2,Friday,112
2023-02-10,Carne Moída,Carnes,24.62,2,Friday,30
2023-02-11,Leite Integral,Laticínios,4.3,2,Saturday,76
2023-02-11,Pão Francês,Padaria,0.5,2,Saturday,213
2023-02-11,Banana Nanica,Hortifruti,3.07,2,Saturday,70
2023-02-11,Coca-Cola 2L,Bebidas,7.58,2,Saturday,185
2023-02-11,Arroz 5kg,Mercearia,21.58,2,Saturday,147
2023-02-11,Feijão Carioca,Mercearia,8.61,2,Saturday,45
2023-02-11,Sabonete,Higiene,2.06,2,Saturday,126
2023-02-11,Fralda Infantil,Infantil,38.38,2,Saturday,102
2023-02-11,Queijo Mussarela,Laticínios,33.5,2,Saturday,126
2023-02-11,Cerveja Lata,Bebidas,3.09,2,Saturday,283
2023-02-11,Iogurte Natural,Laticínios,2.44,2,Saturday,230
2023-02-11,Manteiga 200g,Laticínios,6.25,2,Saturday,172
2023-02-11,Tomate,Hortifruti,4.3,2,Saturday,245
2023-02-11,Alface,Hortifruti,2.17,2,Saturday,155
2023-02-11,Cenoura,Hortifruti,2.9,2,Saturday,134
2023-02-11,Detergente,Limpeza,2.17,2,Saturday,141
2023-02-11,Desinfetante,Limpeza,4.82,2,Saturday,73
2023-02-11,Shampoo,Higiene,9.51,2,Saturday,50
2023-02-11,Creme Dental,Higiene,3.04,2,Saturday,129
2023-02-11,Papel Higiênico,Higiene,10.57,2,Saturday,141
2023-02-11,Óleo de Soja,Mercearia,7.01,2,Saturday,41
2023-02-11,Macarrão Espaguete,Mercearia,4.21,2,Saturday,39
2023-02-11,Molho de Tomate,Mercearia,3.25,2,Saturday,50
2023-02-11,Café 500g,Mercearia,12.32,2,Saturday,32
2023-02-11,Biscoito Recheado,Mercearia,2.51,2,Saturday,25
2023-02-11,"Água Mineral 1,5L",Bebidas,2.03,2,Saturday,216
2023-02-11,Suco de Laranja,Bebidas,5.1,2,Saturday,252
2023-02-11,Vinho Tinto,Bebidas,32.42,2,Saturday,223
2023-02-11,Frango Congelado,Carnes,14.98,2,Saturday,207
2023-02-11,Carne Moída,Carnes,27.31,2,Saturday,192
2023-02-12,Leite Integral,Laticínios,4.93,2,Sunday,73
2023-02-12,Pão Francês,Padaria,0.48,2,Sunday,103
2023-02-12,Banana Nanica,Hortifruti,2.97,2,Sunday,121
2023-02-12,Coca-Cola 2L,Bebidas,7.38,2,Sunday,254
2023-02-12,Arroz 5kg,Mercearia,20.32,2,Sunday,75
2023-02-12,Feijão Carioca,Mercearia,8.18,2,Sunday,112
2023-02-12,Sabonete,Higiene,1.91,2,Sunday,101
2023-02-12,Fralda Infantil,Infantil,38.01,2,Sunday,127
2023-02-12,Queijo Mussarela,Laticínios,33.54,2,Sunday,139
2023-02-12,Cerveja Lata,Bebidas,2.85,2,Sunday,307
2023-02-12,Iogurte Natural,Laticínios,2.57,2,Sunday,43
2023-02-12,Manteiga 200g,Laticínios,6.53,2,Sunday,160
2023-02-12,Tomate,Hortifruti,4.02,2,Sunday,186
2023-02-12,Alface,Hortifruti,2.2,2,Sunday,192
2023-02-12,Cenoura,Hortifruti,3.11,2,Sunday,256
2023-02-12,Detergente,Limpeza,2.17,2,Sunday,190
2023-02-12,Desinfetante,Limpeza,4.37,2,Sunday,66
2023-02-12,Shampoo,Higiene,10.01,2,Sunday,84
2023-02-12,Creme Dental,Higiene,3.15,2,Sunday,133
2023-02-12,Papel Higiênico,Higiene,9.87,2,Sunday,69
2023-02-12,Óleo de Soja,Mercearia,7.35,2,Sunday,181
2023-02-12,Macarrão Espaguete,Mercearia,3.96,2,Sunday,110
2023-02-12,Molho de Tomate,Mercearia,3.21,2,Sunday,73
2023-02-12,Café 500g,Mercearia,12.45,2,Sunday,114
2023-02-12,Biscoito Recheado,Mercearia,2.4,2,Sunday,51
2023-02-12,"Água Mineral 1,5L",Bebidas,2.15,2,Sunday,235
2023-02-12,Suco de Laranja,Bebidas,5.28,2,Sunday,75
2023-02-12,Vinho Tinto,Bebidas,30.95,2,Sunday,101
2023-02-12,Frango Congelado,Carnes,15.24,2,Sunday,126
2023-02-12,Carne Moída,Carnes,24.33,2,Sunday,88
2023-02-13,Leite Integral,Laticínios,4.32,2,Monday,111
2023-02-13,Pão Francês,Padaria,0.54,2,Monday,21
2023-02-13,Banana Nanica,Hortifruti,3.07,2,Monday,42
2023-02-13,Coca-Cola 2L,Bebidas,8.2,2,Monday,130
2023-02-13,Arroz 5kg,Mercearia,19.03,2,Monday,26
2023-02-13,Feijão Carioca,Mercearia,7.87,2,Monday,96
2023-02-13,Sabonete,Higiene,1.97,2,Monday,68
2023-02-13,Fralda Infantil,Infantil,38.33,2,Monday,70
2023-02-13,Queijo Mussarela,Laticínios,38.06,2,Monday,20
2023-02-13,Cerveja Lata,Bebidas,3.16,2,Monday,51
2023-02-13,Iogurte Natural,Laticínios,2.52,2,Monday,108
2023-02-13,Manteiga 200g,Laticínios,6.32,2,Monday,83
2023-02-13,Tomate,Hortifruti,3.93,2,Monday,76
2023-02-13,Alface,Hortifruti,2.0,2,Monday,26
2023-02-13,Cenoura,Hortifruti,2.87,2,Monday,54
2023-02-13,Detergente,Limpeza,2.3,2,Monday,70
2023-02-13,Desinfetante,Limpeza,4.3,2,Monday,76
2023-02-13,Shampoo,Higiene,9.71,2,Monday,132
2023-02-13,Creme Dental,Higiene,3.17,2,Monday,24
2023-02-13,Papel Higiênico,Higiene,9.91,2,Monday,72
2023-02-13,Óleo de Soja,Mercearia,7.29,2,Monday,26
2023-02-13,Macarrão Espaguete,Mercearia,4.35,2,Monday,82
2023-02-13,Molho de Tomate,Mercearia,3.02,2,Monday,28
2023-02-13,Café 500g,Mercearia,12.51,2,Monday,103
2023-02-13,Biscoito Recheado,Mercearia,2.44,2,Monday,26
2023-02-13,"Água Mineral 1,5L",Bebidas,2.02,2,Monday,47
2023-02-13,Suco de Laranja,Bebidas,5.19,2,Monday,132
2023-02-13,Vinho Tinto,Bebidas,31.01,2,Monday,158
2023-02-13,Frango Congelado,Carnes,14.48,2,Monday,26
2023-02-13,Carne Moída,Carnes,25.47,2,Monday,65
2023-02-14,Leite Integral,Laticínios,4.28,2,Tuesday,44
2023-02-14,Pão Francês,Padaria,0.55,2,Tuesday,82
2023-02-14,Banana Nanica,Hortifruti,3.07,2,Tuesday,79
2023-02-14,Coca-Cola 2L,Bebidas,8.09,2,Tuesday,55
2023-02-14,Arroz 5kg,Mercearia,19.32,2,Tuesday,98
2023-02-14,Feijão Carioca,Mercearia,8.29,2,Tuesday,47
2023-02-14,Sabonete,Higiene,2.1,2,Tuesday,37
2023-02-14,Fralda Infantil,Infantil,40.97,2,Tuesday,115
2023-02-14,Queijo Mussarela,Laticínios,34.5,2,Tuesday,112
2023-02-14,Cerveja Lata,Bebidas,2.96,2,Tuesday,112
2023-02-14,Iogurte Natural,Laticínios,2.69,2,Tuesday,68
2023-02-14,Manteiga 200g,Laticínios,5.91,2,Tuesday,35
2023-02-14,Tomate,Hortifruti,3.86,2,Tuesday,156
2023-02-14,Alface,Hortifruti,1.95,2,Tuesday,64
2023-02-14,Cenoura,Hortifruti,3.06,2,Tuesday,105
2023-02-14,Detergente,Limpeza,2.27,2,Tuesday,37
2023-02-14,Desinfetante,Limpeza,4.37,2,Tuesday,55
2023-02-14,Shampoo,Higiene,10.1,2,Tuesday,106
2023-02-14,Creme Dental,Higiene,3.08,2,Tuesday,120
2023-02-14,Papel Higiênico,Higiene,10.97,2,Tuesday,40
2023-02-14,Óleo de Soja,Mercearia,7.04,2,Tuesday,91
2023-02-14,Macarrão Espaguete,Mercearia,4.2,2,Tuesday,77
2023-02-14,Molho de Tomate,Mercearia,3.15,2,Tuesday,119
2023-02-14,Café 500g,Mercearia,12.5,2,Tuesday,57
2023-02-14,Biscoito Recheado,Mercearia,2.66,2,Tuesday,55
2023-02-14,"Água Mineral 1,5L",Bebidas,2.11,2,Tuesday,110
2023-02-14,Suco de Laranja,Bebidas,5.06,2,Tuesday,127
2023-02-14,Vinho Tinto,Bebidas,29.23,2,Tuesday,93
2023-02-14,Frango Congelado,Carnes,15.43,2,Tuesday,103
2023-02-14,Carne Moída,Carnes,25.12,2,Tuesday,122
2023-02-15,Leite Integral,Laticínios,4.36,2,Wednesday,172
2023-02-15,Pão Francês,Padaria,0.51,2,Wednesday,79
2023-02-15,Banana Nanica,Hortifruti,2.97,2,Wednesday,45
2023-02-15,Coca-Cola 2L,Bebidas,7.49,2,Wednesday,41
2023-02-15,Arroz 5kg,Mercearia,19.59,2,Wednesday,52
2023-02-15,Feijão Carioca,Mercearia,8.54,2,Wednesday,112
2023-02-15,Sabonete,Higiene,2.06,2,Wednesday,129
2023-02-15,Fralda Infantil,Infantil,41.02,2,Wednesday,110
2023-02-15,Queijo Mussarela,Laticínios,34.5,2,Wednesday,110
2023-02-15,Cerveja Lata,Bebidas,2.96,2,Wednesday,171
2023-02-15,Iogurte Natural,Laticínios,2.61,2,Wednesday,26
2023-02-15,Manteiga 200g,Laticínios,6.33,2,Wednesday,66
2023-02-15,Tomate,Hortifruti,4.23,2,Wednesday,199
2023-02-15,Alface,Hortifruti,2.04,2,Wednesday,52
2023-02-15,Cenoura,Hortifruti,3.26,2,Wednesday,48
2023-02-15,Detergente,Limpeza,2.37,2,Wednesday,99
2023-02-15,Desinfetante,Limpeza,4.41,2,Wednesday,26
2023-02-15,Shampoo,Higiene,10.19,2,Wednesday,58
2023-02-15,Creme Dental,Higiene,3.05,2,Wednesday,52
2023-02-15,Papel Higiênico,Higiene,10.22,2,Wednesday,42
2023-02-15,Óleo de Soja,Mercearia,6.81,2,Wednesday,38
2023-02-15,Macarrão Espaguete,Mercearia,4.3,2,Wednesday,52
2023-02-15,Molho de Tomate,Mercearia,3.02,2,Wednesday,114
2023-02-15,Café 500g,Mercearia,12.23,2,Wednesday,146
2023-02-15,Biscoito Recheado,Mercearia,2.67,2,Wednesday,21
2023-02-15,"Água Mineral 1,5L",Bebidas,2.2,2,Wednesday,77
2023-02-15,Suco de Laranja,Bebidas,4.85,2,Wednesday,232
2023-02-15,Vinho Tinto,Bebidas,31.88,2,Wednesday,96
2023-02-15,Frango Congelado,Carnes,16.06,2,Wednesday,135
2023-02-15,Carne Moída,Carnes,27.34,2,Wednesday,73
2023-02-16,Leite Integral,Laticínios,4.63,2,Thursday,45
2023-02-16,Pão Francês,Padaria,0.51,2,Thursday,130
2023-02-16,Banana Nanica,Hortifruti,2.95,2,Thursday,116
2023-02-16,Coca-Cola 2L,Bebidas,8.24,2,Thursday,224
2023-02-16,Arroz 5kg,Mercearia,20.64,2,Thursday,121
2023-02-16,Feijão Carioca,Mercearia,7.72,2,Thursday,135
2023-02-16,Sabonete,Higiene,2.11,2,Thursday,37
2023-02-16,Fralda Infantil,Infantil,43.12,2,Thursday,120
2023-02-16,Queijo Mussarela,Laticínios,36.19,2,Thursday,88
2023-02-16,Cerveja Lata,Bebidas,2.93,2,Thursday,52
2023-02-16,Iogurte Natural,Laticínios,2.43,2,Thursday,22
2023-02-16,Manteiga 200g,Laticínios,6.17,2,Thursday,64
2023-02-16,Tomate,Hortifruti,4.12,2,Thursday,58
2023-02-16,Alface,Hortifruti,2.17,2,Thursday,28
2023-02-16,Cenoura,Hortifruti,3.01,2,Thursday,90
2023-02-16,Detergente,Limpeza,2.38,2,Thursday,22
2023-02-16,Desinfetante,Limpeza,4.91,2,Thursday,79
2023-02-16,Shampoo,Higiene,10.01,2,Thursday,49
2023-02-16,Creme Dental,Higiene,3.17,2,Thursday,99
2023-02-16,Papel Higiênico,Higiene,10.03,2,Thursday,54
2023-02-16,Óleo de Soja,Mercearia,7.61,2,Thursday,117
2023-02-16,Macarrão Espaguete,Mercearia,3.9,2,Thursday,103
2023-02-16,Molho de Tomate,Mercearia,3.17,2,Thursday,79
2023-02-16,Café 500g,Mercearia,12.01,2,Thursday,51
2023-02-16,Biscoito Recheado,Mercearia,2.51,2,Thursday,132
2023-02-16,"Água Mineral 1,5L",Bebidas,1.98,2,Thursday,129
2023-02-16,Suco de Laranja,Bebidas,5.19,2,Thursday,107
2023-02-16,Vinho Tinto,Bebidas,29.93,2,Thursday,35
2023-02-16,Frango Congelado,Carnes,14.33,2,Thursday,108
2023-02-16,Carne Moída,Carnes,26.77,2,Thursday,88
2023-02-17,Leite Integral,Laticínios,4.43,2,Friday,43
2023-02-17,Pão Francês,Padaria,0.54,2,Friday,26
2023-02-17,Banana Nanica,Hortifruti,2.99,2,Friday,84
2023-02-17,Coca-Cola 2L,Bebidas,7.95,2,Friday,130
2023-02-17,Arroz 5kg,Mercearia,21.64,2,Friday,120
2023-02-17,Feijão Carioca,Mercearia,8.26,2,Friday,185
2023-02-17,Sabonete,Higiene,2.03,2,Friday,174
2023-02-17,Fralda Infantil,Infantil,38.42,2,Friday,72
2023-02-17,Queijo Mussarela,Laticínios,36.87,2,Friday,112
2023-02-17,Cerveja Lata,Bebidas,3.21,2,Friday,142
2023-02-17,Iogurte Natural,Laticínios,2.59,2,Friday,78
2023-02-17,Manteiga 200g,Laticínios,6.22,2,Friday,80
2023-02-17,Tomate,Hortifruti,4.2,2,Friday,53
2023-02-17,Alface,Hortifruti,2.16,2,Friday,26
2023-02-17,Cenoura,Hortifruti,2.88,2,Friday,164
2023-02-17,Detergente,Limpeza,2.24,2,Friday,23
2023-02-17,Desinfetante,Limpeza,4.28,2,Friday,92
2023-02-17,Shampoo,Higiene,10.56,2,Friday,172
2023-02-17,Creme Dental,Higiene,3.27,2,Friday,59
2023-02-17,Papel Higiênico,Higiene,10.78,2,Friday,80
2023-02-17,Óleo de Soja,Mercearia,7.33,2,Friday,193
2023-02-17,Macarrão Espaguete,Mercearia,4.21,2,Friday,92
2023-02-17,Molho de Tomate,Mercearia,3.03,2,Friday,133
2023-02-17,Café 500g,Mercearia,13.12,2,Friday,116
2023-02-17,Biscoito Recheado,Mercearia,2.39,2,Friday,137
2023-02-17,"Água Mineral 1,5L",Bebidas,2.07,2,Friday,74
2023-02-17,Suco de Laranja,Bebidas,4.89,2,Friday,157
2023-02-17,Vinho Tinto,Bebidas,30.08,2,Friday,166
2023-02-17,Frango Congelado,Carnes,15.57,2,Friday,35
2023-02-17,Carne Moída,Carnes,25.89,2,Friday,59
2023-02-18,Leite Integral,Laticínios,4.32,2,Saturday,203
2023-02-18,Pão Francês,Padaria,0.52,2,Saturday,59
2023-02-18,Banana Nanica,Hortifruti,3.21,2,Saturday,174
2023-02-18,Coca-Cola 2L,Bebidas,7.18,2,Saturday,80
2023-02-18,Arroz 5kg,Mercearia,21.53,2,Saturday,64
2023-02-18,Feijão Carioca,Mercearia,8.43,2,Saturday,196
2023-02-18,Sabonete,Higiene,2.15,2,Saturday,148
2023-02-18,Fralda Infantil,Infantil,38.41,2,Saturday,129
2023-02-18,Queijo Mussarela,Laticínios,33.69,2,Saturday,113
2023-02-18,Cerveja Lata,Bebidas,3.22,2,Saturday,71
2023-02-18,Iogurte Natural,Laticínios,2.6,2,Saturday,63
2023-02-18,Manteiga 200g,Laticínios,5.71,2,Saturday,224
2023-02-18,Tomate,Hortifruti,3.88,2,Saturday,122
2023-02-18,Alface,Hortifruti,2.09,2,Saturday,123
2023-02-18,Cenoura,Hortifruti,3.02,2,Saturday,213
2023-02-18,Detergente,Limpeza,2.28,2,Saturday,132
2023-02-18,Desinfetante,Limpeza,4.63,2,Saturday,122
2023-02-18,Shampoo,Higiene,10.92,2,Saturday,43
2023-02-18,Creme Dental,Higiene,2.95,2,Saturday,43
2023-02-18,Papel Higiênico,Higiene,9.91,2,Saturday,98
2023-02-18,Óleo de Soja,Mercearia,7.34,2,Saturday,144
2023-02-18,Macarrão Espaguete,Mercearia,4.12,2,Saturday,60
2023-02-18,Molho de Tomate,Mercearia,3.05,2,Saturday,81
2023-02-18,Café 500g,Mercearia,12.13,2,Saturday,87
2023-02-18,Biscoito Recheado,Mercearia,2.72,2,Saturday,140
2023-02-18,"Água Mineral 1,5L",Bebidas,2.05,2,Saturday,80
2023-02-18,Suco de Laranja,Bebidas,4.98,2,Saturday,87
2023-02-18,Vinho Tinto,Bebidas,28.87,2,Saturday,35
2023-02-18,Frango Congelado,Carnes,14.65,2,Saturday,178
2023-02-18,Carne Moída,Carnes,27.24,2,Saturday,31
2023-02-19,Leite Integral,Laticínios,4.5,2,Sunday,46
2023-02-19,Pão Francês,Padaria,0.54,2,Sunday,65
2023-02-19,Banana Nanica,Hortifruti,2.96,2,Sunday,86
2023-02-19,Coca-Cola 2L,Bebidas,7.66,2,Sunday,213
2023-02-19,Arroz 5kg,Mercearia,20.84,2,Sunday,142
2023-02-19,Feijão Carioca,Mercearia,7.68,2,Sunday,46
2023-02-19,Sabonete,Higiene,1.99,2,Sunday,105
2023-02-19,Fralda Infantil,Infantil,38.11,2,Sunday,32
2023-02-19,Queijo Mussarela,Laticínios,33.9,2,Sunday,151
2023-02-19,Cerveja Lata,Bebidas,2.94,2,Sunday,200
2023-02-19,Iogurte Natural,Laticínios,2.58,2,Sunday,75
2023-02-19,Manteiga 200g,Laticínios,6.41,2,Sunday,110
2023-02-19,Tomate,Hortifruti,4.07,2,Sunday,66
2023-02-19,Alface,Hortifruti,2.02,2,Sunday,126
2023-02-19,Cenoura,Hortifruti,3.14,2,Sunday,116
2023-02-19,Detergente,Limpeza,2.41,2,Sunday,79
2023-02-19,Desinfetante,Limpeza,4.38,2,Sunday,176
2023-02-19,Shampoo,Higiene,10.15,2,Sunday,120
2023-02-19,Creme Dental,Higiene,2.93,2,Sunday,87
2023-02-19,Papel Higiênico,Higiene,9.86,2,Sunday,129
2023-02-19,Óleo de Soja,Mercearia,7.41,2,Sunday,46
2023-02-19,Macarrão Espaguete,Mercearia,4.07,2,Sunday,90
2023-02-19,Molho de Tomate,Mercearia,3.12,2,Sunday,168
2023-02-19,Café 500g,Mercearia,12.65,2,Sunday,194
2023-02-19,Biscoito Recheado,Mercearia,2.54,2,Sunday,108
2023-02-19,"Água Mineral 1,5L",Bebidas,1.93,2,Sunday,174
2023-02-19,Suco de Laranja,Bebidas,4.79,2,Sunday,254
2023-02-19,Vinho Tinto,Bebidas,29.28,2,Sunday,86
2023-02-19,Frango Congelado,Carnes,14.77,2,Sunday,140
2023-02-19,Carne Moída,Carnes,25.05,2,Sunday,51
2023-02-20,Leite Integral,Laticínios,4.52,2,Monday,54
2023-02-20,Pão Francês,Padaria,0.51,2,Monday,109
2023-02-20,Banana Nanica,Hortifruti,3.16,2,Monday,73
2023-02-20,Coca-Cola 2L,Bebidas,7.89,2,Monday,154
2023-02-20,Arroz 5kg,Mercearia,21.04,2,Monday,27
2023-02-20,Feijão Carioca,Mercearia,8.37,2,Monday,70
2023-02-20,Sabonete,Higiene,1.93,2,Monday,64
2023-02-20,Fralda Infantil,Infantil,43.02,2,Monday,100
2023-02-20,Queijo Mussarela,Laticínios,33.65,2,Monday,79
2023-02-20,Cerveja Lata,Bebidas,2.96,2,Monday,128
2023-02-20,Iogurte Natural,Laticínios,2.61,2,Monday,64
2023-02-20,Manteiga 200g,Laticínios,6.02,2,Monday,122
2023-02-20,Tomate,Hortifruti,4.17,2,Monday,105
2023-02-20,Alface,Hortifruti,1.98,2,Monday,69
2023-02-20,Cenoura,Hortifruti,2.88,2,Monday,99
2023-02-20,Detergente,Limpeza,2.41,2,Monday,39
2023-02-20,Desinfetante,Limpeza,4.45,2,Monday,91
2023-02-20,Shampoo,Higiene,10.74,2,Monday,75
2023-02-20,Creme Dental,Higiene,2.94,2,Monday,75
2023-02-20,Papel Higiênico,Higiene,10.03,2,Monday,115
2023-02-20,Óleo de Soja,Mercearia,7.04,2,Monday,74
2023-02-20,Macarrão Espaguete,Mercearia,4.21,2,Monday,63
2023-02-20,Molho de Tomate,Mercearia,3.09,2,Monday,65
2023-02-20,Café 500g,Mercearia,12.78,2,Monday,38
2023-02-20,Biscoito Recheado,Mercearia,2.64,2,Monday,40
2023-02-20,"Água Mineral 1,5L",Bebidas,2.19,2,Monday,127
2023-02-20,Suco de Laranja,Bebidas,4.92,2,Monday,96
2023-02-20,Vinho Tinto,Bebidas,31.5,2,Monday,31
2023-02-20,Frango Congelado,Carnes,15.64,2,Monday,47
2023-02-20,Carne Moída,Carnes,27.36,2,Monday,80
2023-02-21,Leite Integral,Laticínios,4.42,2,Tuesday,22
2023-02-21,Pão Francês,Padaria,0.52,2,Tuesday,42
2023-02-21,Banana Nanica,Hortifruti,2.97,2,Tuesday,68
2023-02-21,Coca-Cola 2L,Bebidas,7.27,2,Tuesday,186
2023-02-21,Arroz 5kg,Mercearia,21.61,2,Tuesday,72
2023-02-21,Feijão Carioca,Mercearia,8.48,2,Tuesday,56
2023-02-21,Sabonete,Higiene,2.14,2,Tuesday,52
2023-02-21,Fralda Infantil,Infantil,38.72,2,Tuesday,50
2023-02-21,Queijo Mussarela,Laticínios,37.21,2,Tuesday,93
2023-02-21,Cerveja Lata,Bebidas,2.86,2,Tuesday,179
2023-02-21,Iogurte Natural,Laticínios,2.62,2,Tuesday,90
2023-02-21,Manteiga 200g,Laticínios,6.57,2,Tuesday,131
2023-02-21,Tomate,Hortifruti,3.81,2,Tuesday,94
2023-02-21,Alface,Hortifruti,1.92,2,Tuesday,53
2023-02-21,Cenoura,Hortifruti,3.28,2,Tuesday,32
2023-02-21,Detergente,Limpeza,2.31,2,Tuesday,101
2023-02-21,Desinfetante,Limpeza,4.71,2,Tuesday,91
2023-02-21,Shampoo,Higiene,10.62,2,Tuesday,50
2023-02-21,Creme Dental,Higiene,2.93,2,Tuesday,121
2023-02-21,Papel Higiênico,Higiene,10.23,2,Tuesday,74
2023-02-21,Óleo de Soja,Mercearia,7.07,2,Tuesday,103
2023-02-21,Macarrão Espaguete,Mercearia,4.22,2,Tuesday,108
2023-02-21,Molho de Tomate,Mercearia,3.04,2,Tuesday,53
2023-02-21,Café 500g,Mercearia,11.96,2,Tuesday,125
2023-02-21,Biscoito Recheado,Mercearia,2.65,2,Tuesday,85
2023-02-21,"Água Mineral 1,5L",Bebidas,2.13,2,Tuesday,26
2023-02-21,Suco de Laranja,Bebidas,4.97,2,Tuesday,101
2023-02-21,Vinho Tinto,Bebidas,30.51,2,Tuesday,133
2023-02-21,Frango Congelado,Carnes,14.27,2,Tuesday,31
2023-02-21,Carne Moída,Carnes,24.48,2,Tuesday,71
2023-02-22,Leite Integral,Laticínios,4.44,2,Wednesday,174
2023-02-22,Pão Francês,Padaria,0.55,2,Wednesday,121
2023-02-22,Banana Nanica,Hortifruti,3.24,2,Wednesday,171
2023-02-22,Coca-Cola 2L,Bebidas,8.23,2,Wednesday,186
2023-02-22,Arroz 5kg,Mercearia,21.4,2,Wednesday,139
2023-02-22,Feijão Carioca,Mercearia,8.18,2,Wednesday,82
2023-02-22,Sabonete,Higiene,1.93,2,Wednesday,18
2023-02-22,Fralda Infantil,Infantil,38.6,2,Wednesday,60
2023-02-22,Queijo Mussarela,Laticínios,34.21,2,Wednesday,127
2023-02-22,Cerveja Lata,Bebidas,2.95,2,Wednesday,71
2023-02-22,Iogurte Natural,Laticínios,2.43,2,Wednesday,71
2023-02-22,Manteiga 200g,Laticínios,6.19,2,Wednesday,101
2023-02-22,Tomate,Hortifruti,3.8,2,Wednesday,63
2023-02-22,Alface,Hortifruti,2.02,2,Wednesday,105
2023-02-22,Cenoura,Hortifruti,3.01,2,Wednesday,61
2023-02-22,Detergente,Limpeza,2.31,2,Wednesday,77
2023-02-22,Desinfetante,Limpeza,4.39,2,Wednesday,131
2023-02-22,Shampoo,Higiene,9.95,2,Wednesday,127
2023-02-22,Creme Dental,Higiene,2.86,2,Wednesday,103
2023-02-22,Papel Higiênico,Higiene,10.09,2,Wednesday,114
2023-02-22,Óleo de Soja,Mercearia,7.08,2,Wednesday,49
2023-02-22,Macarrão Espaguete,Mercearia,3.96,2,Wednesday,26
